address,antiphone,autonomous_status,bank_name,branches_summary,college_code,college_name,dist_from_hq,dist_from_railway,district,email,hostel_accommodation_available_boys,hostel_accommodation_available_girls,hostel_admission_fees,hostel_caution_deposit,hostel_electricity_charges,hostel_electricity_charges_boys,hostel_electricity_charges_girls,hostel_establishment_charges,hostel_max_transport_charges,hostel_mess_bill,hostel_mess_bill_boys,hostel_mess_bill_girls,hostel_min_transport_charges,hostel_permanent_or_rental,hostel_permanent_or_rental_boys,hostel_permanent_or_rental_girls,hostel_room_rent,hostel_room_rent_boys,hostel_room_rent_girls,hostel_transport_facilities,hostel_type_of_mess,hostel_type_of_mess_boys,hostel_type_of_mess_girls,minority_status,nearest_railway,note,phone_fax,pincode,principal_dean,taluk,website
"GRACE GARDEN, THOVALAI",9842155719,No,INDIAN OVERSEAS BANK,CE(30); CS(120); EE(60),4952,"C S I Institute of Technology, Thovalai, Kanyakumari District 629302",12,3,4952,csiit_thovalai@yahoo.com,Yes,Yes,500,3000,,100,100,7200,25000,,3500,3000,4000,,Permanent,Permanent,,300,300,Yes,,Both,Both,Yes,THOVALAI,,9489463270,629302,DR N M SPENCER PRATHAP SINGH,THOVALAI,www.csiit.ac.in
"LEVENGIPURAM,RAJAKRISHNAPURA",9443544532,No,INDIAN BANK,CE(30); AM(30); CS(120),4953,"CAPE Institute of Technology, Levingipuram, Tirunelveli District 627114 CARE College of Engineering (Formerly C.A.R.E Group of Institutions),",65,20,TIRUNELVELI,capeitech@yahoo.com,Yes,Yes,500,5000,,200,200,1500,18000,,3000,3000,5000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,KANYAKUMARI,,9442079322,627114,DR B THANUKUMARI ME PHD,RADHAPURAM,www.capeitech.org
"TIRUNELVELI ROAD, TIRUCHENDUR",9444440491,No,STATE BANK OF INDIA,CE(30); CS(60); EE(30),4954,"Dr.SivanthiAditanar College of Engineering, Tiruchendur, Thoothukudi District",42,5,4954,princyengg@aei.edu.in,Yes,Yes,200,3000,,2750,2750,10500,22518,,40000,40000,5165,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,TIRUCHENDUR,,9443087064,628215,DR G WISELIN JIJI,TIRUCHENDUR,www.drsacoe.org
103 G2 BY PASS ROAD,9942978550,Yes,CANARA BANK,AD(120); CS(180); EC(120),4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",1,2,TIRUNELVELI,principal@francisxavier.ac.in,Yes,Yes,0,0,,450,450,0,40000,,5220,5220,14000,,Permanent,Permanent,,1450,1450,Yes,,Both,Both,Yes,TIRUNELVELI JUNCTION,,4622502283,627003,DR V VELMURUGAN,TIRUNELVELI,www.francisxavier.ac.in
"RAJA NAGER, MUPPANDAL,",9943025306,No,THE CATHOLIC SYRIAN BANK LTD,CE(60); CS(30); EE(34),4956,"Jayamatha Engineering College, Aralvaimozhi, Kanyakumari District-629301",16,3,KANNIYAKUMARI,jayamathacollege@yahoo.com,Yes,Yes,300,0,,300,300,2700,10374,,4500,4500,6195,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,ARALVAIMOZHI,,9943025312,629301,DR R UMA,THOVALAI,jayamatha.org
MARGOSCHIS NAGAR NAZARETH,9442242889,No,CANARA BANK,CS(60); IT(60); EC(60),4957,"JayarajAnnapackiam CSI College of Engineering, Nazareth, Thoothukudi District",45,3,4957,jacsiprincipalce@gmail.com,Yes,Yes,1000,0,,0,0,10000,25000,,2500,2500,8000,,Permanent,Permanent,,0,0,Yes,,Both,Both,No,NAZARETH,,9442242889,628617,DR S JEYAKUMAR,ERAL,www.jacsicoe.in
S.P.G.CHIDAMBARA NADAR,9943544486,Yes,TAMILNAD MERCANTILE BANK,AD(60); CE(30),4959,"Kamaraj College of Engineering and Technology (Autonomous), Virudhunagar District 626001",30,10,MADURAI,mail@kamarajengg.edu.in,Yes,Yes,0,0,,0,0,10000,42000,,3500,3500,16000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,No,VIRUDHUNAGAR,,4549278171,625701,DR S SENTHIL,KALLIGUDI,www.kamarajengg.edu.in
MEPCOENGINEERINGCOLLEGE(PO)-,9443118679,Yes,TAMILNAD MERCANTILE BANK,CE(120); EE(120); EC(180),4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",16,16,VIRUDHUNAGAR,principal@mepcoeng.ac.in,Yes,Yes,5000,2000,,6000,6000,10000,28500,,4400,3600,12000,,Permanent,Permanent,,18000,18000,Yes,,Both,Both,No,VIRUDHUNAGAR,,7845305843,626005,DR S ARIVAZHAGAN,SIVAKASI,www.mepcoeng.ac.in
"MOONDRADAIPPU, MARUTHAKULAM",9894112984,No,INDIAN BANK,CE(60); CS(90); EC(60),4961,"Nellai College of Engineering (Formerly National College of Engineering), Maruthakulam Post, Tirunelveli District 627151",16,16,TIRUNELVELI,nceng@mhtrust.com,Yes,Yes,500,1000,,500,500,0,2600,,3500,3000,1000,,Permanent,Permanent,,500,500,Yes,,Both,Both,Yes,TIRUNELVELI JUNCTION,,9787009922,627151,DR M JINNAH SHEIK MOHAMED,NANGUNERI,www.nce.ac.in
"K.R NAGAR, KOVILPATTI",9442505839,Yes,INDIAN OVERSEAS BANK,AD(60); CE(60); CS(120),4962,"National Engineering College (Autonomous), Kovilpatti, Thoothukudi District",60,6,4962,principal@nec.edu.in,Yes,Yes,5000,5000,,6000,6000,14000,30000,,2500,2200,5000,,Permanent,Permanent,,6000,6000,Yes,,Both,Both,No,KOVILPATTI,,4632222502,628503,DR K KALIDASA MURUGAVEL,KOVILPATTI,https://nec.edu.in/
"MELATHEDIYOOR, PALAYAMKOTTAI",9442591197,Yes,INDIAN BANK,AE(90); CE(60); CS(90),4964,"PSN College of Engineering and Technology (Autonomous), Melathediyoor, Tirunelveli-627 152",18,18,TIRUNELVELI,principal@psncet.ac.in,Yes,Yes,0,0,,0,0,0,32500,,48000,48000,7000,,Permanent,Permanent,,10000,10000,Yes,Both,,,No,TIRUNELVELI JUNCTION,,4634279680,627152,DR V MANIKANDAN,PALAYAMKOTTAI,www.psncet.ac.in
"APPAYANAICKENPATTI,SEVALPATTI",9952495905,Yes,BANK OF INDIA,AD(60); BM(60); BT(30),4965,"P S R Engineering College (Autonomous), Appayanaickenpatti, Sevalpatty, Virudhunagar District 626140",60,28,4965,contact@psr.edu.in,Yes,Yes,2500,2000,,1000,1000,7500,25000,,4000,4000,20000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,SATTUR,,8012531321,626140,DR J S SENTHILKUMAAR,VEMBAKOTTAI,www.psr.edu.in
"PET ENGINEERING COLLEGE, POST",9486378600,No,INDIAN BANK,CS(90); CE(30),4966,"PET Engineering College, Vallioor Post, Tirunelveli District 627117",35,3,TIRUNELVELI,pet.engg@gmail.com,Yes,Yes,0,3000,,375,375,4500,36300,,2500,2500,5335,,Permanent,Permanent,,500,500,Yes,,Both,Both,Yes,VALLIOOR,,4637220999,627117,DR K MADHAN KUMAR,,www.petengg.ac.in
"S V C NAGAR, PULIANGUDI",9025262526,No,CITY UNION BANAK,AD(60); CE(30); CS(60),4967,"S VeerasamyChettiar College of Engineering and Technology, Puliangudi Post, Tenkasi District 627855",26,3,4967,principal@svccollege.ac.in,Yes,Yes,0,2500,,2000,2000,750,27225,,60000,60000,5500,,Permanent,Permanent,,10000,10000,Yes,,Both,Both,No,PAMBUKOVIL SHANDY,,9551005603,627855,DR R RADHAKRISHNAN,KADAYANALLUR,www.svccollege.ac.in
"RAJA NAGAR, ADAIKALAPATTINAM",8220077060,No,TAMILNAD MERCANTILE BANK,AD(60); CE(30); CS(60),4968,"Sardar Raja College of Engineering, Alangulam, Tenkasi District 627808",19,10,TENKASI,srce-principal@src.org.in,Yes,Yes,0,0,,0,0,0,7500,,30000,30000,25000,,Permanent,Permanent,,15000,15000,Yes,,Both,Both,No,PAVOORCHATRAM,,4633210475,627808,PROF B KANAGAPANDIAN,ALANGULAM,www.src.org.in
"SCAD NAGAR,CHERANMAHADEVI",9942978676,No,INDIAN BANK,CE(30); CS(180); EC(60),4969,"SCAD College of Engineering and Technology, Cheranmahadevi, Tirunelveli District 627414",20,2,4969,principal@scadengineering.ac.in,Yes,Yes,0,0,,250,250,5000,40000,,3000,3000,7000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,CHERANMAHADEVI,,4634261701,627414,JUSTIN DIRAVIAM A,CHERANMAHADEVI,www.scadengineering.ac.in
ARUPPUKOTTAI TO THOOTHUKUDI,9942322358,No,INDIAN OVERSEAS BANK,CS(120); EC(60),4970,"Sree Sowdambika College of Engineering, Aruppukkottai Taluk, Virudhunagar District 626134",30,4,Status,ssceengg@gmail.com,Yes,Yes,0,0,,0,0,0,26000,,3600,3600,9000,,Permanent,Permanent,,1400,1400,Yes,,Both,Both,No,ARUPPUKOTTAI,,04566229801,626134,DR.K. AURULMOZHI,ARUPPUKOTTAI,www.sowdambikaengg.edu.in
ST. XAVIERS CATHOLIC COLLEGE OF,9384291118,Yes,INDIAN OVERSEAS BANK,AD(60); CS(120),4971,"St. Xavier's Catholic College of Engineering, (Autonomous) Chunkankadai, Nagercoil, Kanyakumari District 629807",8,10,KANNIYAKUMARI,principal@sxcce.edu.in,Yes,Yes,3000,2000,,650,650,7500,30000,,3000,3000,8000,,Permanent,Permanent,,350,350,Yes,,Both,Both,Yes,NAGERCOIL,,9842799973,629003,DR J MAHESWARAN,KALKULAM,www.sxcce.edu.in
"AMRITAGIRI,ERACHAKULAM",9994820666,No,KARUR VYSYA BANK,CE(30); CS(120); EE(60),4972,"AMRITA College of Engineering and Technology, Erachakulam Post, Kanyakumari District 629902",6,8,KANNIYAKUMARI,principal@amrita.edu.in,Yes,Yes,0,0,,210,210,0,48000,,3000,3000,3500,,Permanent,Permanent,,1000,1000,Yes,,Veg,Veg,No,NAGERCOIL,,4652237400,629901,DR T KANNAN,THOVALAI,https://amrita.edu.in
"TIRUVANDRUM ROAD, TIRUNELVELI",9486338310,No,CANARA BANK,ME(120); CE(60); CS(60),4974,"Government College of Engineering, Tirunelveli District 627007",6,8,4974,principal@gcetly.ac.in,Yes,Yes,3700,5000,,90,90,3750,5760,,3000,2550,4000,,Permanent,Permanent,,100,100,Yes,,Both,Both,No,TIRUNELVELI,,4622552450,627007,DR S SIDHARDHAN,TIRUNELVELI,www.gcetly.ac.in
"POPE NAGAR, SAWYERPURAM",9487846993,No,CENTRAL BANK OF INDIA,CS(60); EC(60); EE(40),4975,"Dr. G U Pope College of Engineering, Sawyerpuram, Thoothukudi District",20,20,4975,drgupopeengineering@yahoo.com,Yes,Yes,500,2000,,250,250,1000,20000,,1800,1800,5000,,Permanent,Permanent,,500,500,Yes,,Both,Both,No,THOOTHUKUDI,,4630273933,628251,DR J JAPHYNTH,ERAL,https://www.drgupopeengg.org/
KAMARAJAR NAGAR,9444881111,No,BANK OF INDIA,AG(60); CS(60),4976,"Infant Jesus College of Engineering, Thoothukudi Highway (NH7/A), Thoothukudi District 628851",33,18,THOOTHUKUDI,contact@ijce.ac.in,Yes,Yes,500,1500,,300,300,3000,28000,,3500,3000,14000,,Permanent,Permanent,,900,900,Yes,,Both,Both,Yes,TIRUNELVELI,,9444446699,628851,DR SENTHILSINGH C,,www.ijce.ac.in
CHITTADAVU,8056356216,No,STATE BANK OF INDIA,AU(27); CE(60),4977,"Narayanaguru College of Engineering, Manjalumoodu, Kanyakumari District",40,15,KANNIYAKUMARI,info@ngce.ac.in,Yes,Yes,500,4000,,800,800,0,23000,,5000,5000,7000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,KUZHITHURAI,,9486955017,629151,DR M SIVAPRAGASH,,www.ngce.ac.in
"UDAYA NAGAR, VELLAMODI",9281090005,No,STATE BANK OF INDIA,AE(30); BM(60); BT(60),4978,"Udaya School of Engineering, Ammandivilai Post, Kanyakumari District 629204",13,9,KANNIYAKUMARI,978udayaengineering@gmail.com,Yes,Yes,500,0,,100,100,1000,38000,,2000,2000,10000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,ERANIEL,,9281090009,629204,DR S JOTHIBASU,KALKULAM,www.udayaschoolofengineering.com
VPM NAGAR KRISHNANKOIL,7868989839,No,AXIS BANK,CE(30); CS(60); IT(60),4979,"Arul Tharum VPMM College of Engineering and Technology, Krishnakoil, Virudhunagar-626 190",7,7,,vpmmecw@rediffmail.com,Yes,Yes,500,2000,,3000,3000,3000,30000,,42000,42000,5000,,Permanent,Permanent,,18000,18000,Yes,,Both,Both,No,SRIVILLIPUTTUR,,4563289337,626190,DR R RAJASEKARAN,SRIVILLIPUTTUR,www.vpmminstitutions.com
"SIR,C,V,RAMAN NAGAR,",9840107780,No,INDIAN BANK,CS(120); CE(30); EE(60),4980,"Einstein College of Engineering, Seethaparpanallur, Tirunelveli District 627012",15,15,TIRUNELVELI,principal@einsteincollege.ac.in,Yes,Yes,0,0,,300,300,0,35000,,5000,4500,15000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,TIRUNELVELI JUNCTION,,9489903804,627012,DRRVELAYUTHAM,MANUR,www.einsteincollege.ac.in
PONJESLY COLLEGE OF,9489986220,No,AXIS BANK,AD(60); CS(120); CE(30),4981,"Ponjesly College of Engineering, Vettornimadam Post, Nagercoil, Kanyakumari District 629003",5,4,KANNIYAKUMARI,ponjeslyce@yahoo.co.in,Yes,Yes,2000,0,,0,0,0,36000,,4000,4000,9900,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,NAGERCOIL TOWN,,4652259680,629003,DR G NATARAJAN M E PH D,AGASTEESWARAM,www.ponjesly.ac.in
"VINS NAGER,CHUNKANKADAI",9791945719,No,INDIAN BANK,AD(60); AM(30); CS(60),4982,"Vins Christian College of Engineering, Chunkankadai Post, Nagercoil, Kanyakumari District 629807",4,2,,vinsengg@gmail.com,Yes,Yes,600,5000,,250,250,750,19000,,7200,7200,6000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,Yes,ALOOR,,9787747072,629003,DR J A ALEX RAJJU BALAN,KALKULAM,https://vinsengineeringcollege.org/
"PSN NAGAR,",9524124334,No,AXIS BANK NAGERCOIL,AG(60); CS(60),4983,"Lord Jegannath College of Engineering and Technology, Kumarapuram, Thoppur Post, Kanyakumari District 629402",15,12,KANNIYAKUMARI,principalljcet@yahoo.com,Yes,Yes,1000,1000,,1200,1200,1000,23000,,3000,3000,5000,,Permanent,Permanent,,12000,12000,Yes,,Both,Both,No,NAGERCOIL,,9442367452,629402,DR G JIJI,,www.ljcet.org
"P.M. VILLAGE ROAD, KUTTAKUZHI,",9791668886,No,FEDERAL BANK MARTHANDAM,CS(90); EE(30),4984,"Marthandam College of Engineering & Technology, Kuttakuzhi, Veeyanoor Post, Kanyakumari District 629177",28,9,KANNIYAKUMARI,macet.office@gmail.com,Yes,Yes,0,3000,,0,0,0,24000,,3500,3500,6000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,No,KUZHITHURAI,,9345646460,629177,DR C SUDHAHAR,,www.macet.edu.in
MELATHEDIYOOR,9095581216,No,INDIAN BANK,AG(60); CE(60); CS(60),4989,"PSN Engineering College, Melathediyoor, Tirunelveli District 627152",18,10,4989,principalpsnec@gmail.com,Yes,Yes,0,0,,0,0,0,30000,,32400,32400,8000,,Permanent,Permanent,,6000,6000,Yes,,Both,Both,No,CERANMAHADEVI,,9442591131,627152,DR M S RAVIKUMAR,PALAYAMKOTTAI,www.psnec.ac.in
"NADUTHERI, KARUNGAL",9489058383,No,TAMILNAD MERCANTILE BANK,CE(30); CS(60); EC(60),4992,"Bethlahem Institute of Engineering, Karungal, Kanyakumari District 629157",25,12,4992,mail@bethlahem.org,Yes,Yes,750,0,,100,100,0,35000,,3500,3500,10000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,Yes,KUZHITHURAI,,9489058366,629157,DR EMMY PREMA C,KILIYOOR,http://bethlahem.org/engineering/index.php
"LOYOLA NAGAR, THOVALAI",9244775555,No,INDIAN OVERSEAS BANK,AD(30); BM(60); CS(60),4993,"Loyola Institute of Technology and Science, Loyola Nagar, P B No.2, Thovalai, Kanyakumari District 629302",12,12,KANNIYAKUMARI,lites2008@hotmail.com,Yes,Yes,1000,5000,,900,900,5000,40000,,3000,3000,4000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,NAGERCOIL,,9244775545,629302,DR J D DARWIN,AGASTEESWARAM,www.lites.edu.in
"COLLEGE ROAD, AYIKUDY, TENKASI",8012520500,No,AXIS BANK,CE(30); ME(30); EC(60),4994,"J P College of Engineering, College Road, Ayakudy, Tenkasi Taluk, Tenkasi District 627852",5,7,4994,principal@jpcoe.ac.in,Yes,Yes,500,0,,0,0,0,24000,,2000,2000,6000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,Yes,TENKASI JUNCTION,,8012520430,627852,DR M RAJKUMAR,KADAYANALLUR,www.jpcoe.ac.in
"APPAYANAICKENPATTI,SEVALPATTI,",6380051257,No,BANK OF INDIA,AD(60); CS(60); EC(60),4995,"P.S.R.R College of Engineering, Appayanaickenpatti, Sevalpatti, Virudhunagar District 626140",60,32,VIRUDHUNAGAR,contact@psrr.edu.in,Yes,Yes,2500,2000,,1000,1000,7500,25000,,4000,4000,20000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,SATTUR KOVILPATTI,,8012531325,626140,DR S SABARUNISHA BEGUM,VEMBAKOTTAI,www.psrr.edu.in
SIVAKASI MAIN ROAD,9750977100,No,AXIS BANK,CE(30); CS(60); EC(60),4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P Kumaralinapuram, Virudhunagar District 626005",3,3,4996,srivcetvnr@gmail.com,Yes,Yes,750,0,,300,300,1250,22000,,2600,2600,12500,,Permanent,Permanent,,700,700,Yes,,Both,Both,No,VIRUDHUNAGAR,,9750977100,626005,DR T LOUIE FRANGO,VIRUDHUNAGAR,www.srividyaengg.ac.in
"KOIL NAGAR , ATHUVAZHI VIA ,",9965303259,No,CANARA BANK,CE(30); CS(30); EC(30),4998,"MahakaviBharathiyar College of Engineering and Technology, Vasudevanallur, Tenkasi District 627758",40,25,TENKASI,mkbharathi2008@gmail.com,Yes,Yes,2500,5000,,150,150,1000,15000,,4000,3500,5000,,Permanent,Permanent,,500,500,Yes,,Both,Both,No,SANKARANKOIL,,9345530572,627760,DR S SIVAKUMAR,SIVAGIRI,www.mbceat.in
"AVK NAGAR, POTHAIYADI SALAI,",9841017289,No,CANARA BANK,CS(60); ME(60),4999,"AnnaiVailankanni College of Engineering, Pothaiyadi Salai, Pottalkulam, Azhagappapuram, Kanyakumari District 629401",14,4,KANNIYAKUMARI,principal@avce.edu.in,Yes,Yes,0,2000,,150,150,0,23000,,3500,3500,3150,,Permanent,Permanent,,500,500,Yes,,Both,Both,Yes,KANYAKUMARI,,9841011759,629401,DR R ANGELINE PRABHAVATHY,,www.avce.edu.in
THIRUPPARANKUNDRAM,9444108500,Yes,ICICI BANK,CE(40); CN(80); ME(50),5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",12,8,,principal@tce.edu,Yes,Yes,3000,7500,,300,300,22500,30000,,2800,2800,21000,,Permanent,Permanent,,2600,2600,Yes,,Veg,Veg,No,MADURAI,,7540078734,625015,DR M PALANINATHARAJA,MADURAI,www.tce.edu
GOVERNMENT COLLEGE OF,9487564005,No,STATE BANK OF INDIA,CE(60); EE(60),5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni District 625582",16,4,THENI,gcebodi@gmail.com,Yes,Yes,250,5000,,250,250,3000,0,,2000,2000,0,,Permanent,Permanent,,200,200,No,,Veg,Veg,No,BODINAYAKKANUR JUNCTION,,4546282555,625582,DR C VASANTHANAYAKI,BODINAYAKKANUR,www.gcebodi.ac.in
KANYAKUMARI NATIONAL,9443746149,No,CANARA BANK THIRUNAGAR,CE(60); CS(60); EE(60),5010,"Anna University Regional Campus - Madurai, Kanyakumari National Highway, Keelakuilkudi, Madurai District 625019",15,18,MADURAI,dean@autmdu.ac.in,Yes,Yes,1100,5000,,1100,1100,15000,0,,15000,15000,0,,Permanent,Permanent,,600,600,No,,Both,Both,No,MADURAI JUNCTION,,9443746149,625019,DR K LINGADURAI,MADURAI SOUTH,www.autmdu.in
"ALAGAPPA PURAM, CSIR-CECRI,",9442134088,No,INDIAN BANK,CC(40),5012,"Central Electrochemical Research Institute CECRI), Karaikudi, Sivagangai District",54,3,SIVAGANGAI,cfe@cecri.res.in,Yes,Yes,500,7000,,6000,6000,19000,0,,3000,3000,0,,Permanent,Permanent,,5000,5000,No,,Both,Both,No,KARAIKUDI JUNCTION,,4565241531,630003,DR B RAMESH BABU,KARAIKUDI,https://cecri.res.in/
"EAST COAST ROAD, PULLANGUDI",9940740238,No,INDIAN OVERSEAS BANK,CE(60); ME(60); EC(60),5017,"University College of Engineering, Ramanathapuram, Pullangudi, Ramanathapuram District 623513",7,7,,ucermd@gmail.com,Yes,Yes,500,5000,,50,50,16100,0,,3000,3000,0,,Permanent,Permanent,,50,50,No,,Both,Both,No,RAMANATHAPURAM,,4567260260,623513,DR T UDAYAKUMAR,RAMANATHAPURAM,www.aucermd.edu.in
UNIVERSITY COLLEGE OF,,No,BANK OF BARODA,CE(60); EC(60); EE(60),5022,"University College of Engineering, Dindigul, MangaraiPirivu, Reddiyarchathiram, Dindigul District 624622",15,4,DINDIGUL,deandglau@gmail.com,Yes,Yes,500,5000,,600,600,15000,0,,2400,2400,0,,Permanent,Permanent,,600,600,No,,Both,Both,No,AKKARAIPATTI,,9498004242,624622,DR S SUTHA,ATHOOR,https://auucedgl.ac.in/
"17, KURUCHIPURAVU, DR.SRIDHAR",7373711343,No,STATE BANK OF INDIA,CE(30); CS(60); EC(60),5502,"Sri Raajaraajan College of Engineering & Technology, Amaravathi Village, AmaravathiPudur Post, Karaikudi, Sivagangai District 630301",30,2,SIVAGANGAI,elango.arum69@gmail.com,Yes,Yes,0,0,,300,300,0,2000,,2125,2125,600,,Permanent,Permanent,,700,700,Yes,,Both,Both,No,DEVAKOTTAI RASTHA,,9843963007,630003,DR A ELANGO,KARAIKUDI,www.sriraajaraajan.in
"AKKARAI PATTY, SINDALAGUNDU",7373707003,No,AXIS BANK,AU(30); CE(30),5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Sindalaigundu Post, Dindigul District 624002",5,1,DINDIGUL,ssmietdgl@gmail.com,Yes,Yes,1000,0,,250,250,0,23000,,2500,2500,7000,,Rental,Rental,,1500,1500,Yes,,Both,Both,No,AKKARAIPATTI,,7373707003,624002,DR D SENTHIL KUMARAN PHD,,www.ssmiet.ac.in
"THERKU THERU, MELUR POST,",7010007801,No,INDIAN OVERSEAS BANK,CE(60); CS(60); EE(60),5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai District",17,20,MADURAI,vaigaiprincipal@gmail.com,Yes,Yes,1000,3000,,500,500,1000,21000,,5000,5000,7000,,Permanent,Permanent,,500,500,Yes,,Both,Both,No,MADURAI JUNCTION,,7010007801,625122,DR A BANUMATHI,MELUR,www.vaigai.org
KIT AND KIM TECHNICAL,9790427112,No,INDIAN OVERSEAS BANK,CS(60); EC(30),5533,"Karaikudi Institute of Technology and Karaikudi Institute of Management, KIT & KIM Technical Campus, Keeranipatti, Thalakkuvur, Karaikudi, Sivagangai District",35,15,SIVAGANGAI,kitandkimtechnicalcampus@yahoo.com,Yes,Yes,2250,6000,,200,200,8000,15000,,4500,4500,10000,,Permanent,Permanent,,800,800,Yes,,Both,Both,No,KARAIKUDI,,8903632366,630307,DR A PARTHASARATHY,,www.kitandkimtechnicalcampus.org
7-1-139-MANGAYARKARASI,9092282292,No,AXIS BANK,AG(60); CS(60); EE(60),5536,"Mangayarkarasi College of Engineering, First Street, Mangayarkarasi Nagar, Paravai, Madurai District 625402",4,4,MADURAI,mangai.enggcoll@gmail.com,Yes,Yes,2000,2000,,200,200,2000,10000,,2000,2000,0,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,MADURAI JUNCTION,,9150358900,625402,DR J KARTHIKEYAN,MADURAI NORTH,mce-madurai.ac.in
DINDIGUL -THENI MAIN ROAD,9442260569,No,INDIAN BANK,CE(30); CS(30); EC(30),5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road (Near Vakkampatti), Dindigul District 624303",10,12,5537,jaineeedu@yahoo.in,Yes,Yes,2500,00,,200,200,0,16000,,3500,3500,6000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,DINDIGUL,,9442180199,624303,DR MURALI MANOHAR,ATHOOR,www.jaineecollegeofengineering.org
,,,,,5538,"J.K. College of Architecture, NH-7, Madurai Road, Begampur Post, Dindigul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,5544,"Agni School of Architecture and Design Excellence (ASADE), NH45, Trichy Road, Morepatty (Post), Vadamadurai (Via), Dindigul District 624 802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
"NEAR CHECK POST, ODDANCHATRAM",9486637172,No,SOUTH INDIAN BANK,CS(60); EE(60); EC(60),5703,"Christian College of Engineering and Technology, Oddanchatram, Dindigul District 624619",31,1,DINDIGUL,principal@christianengineering.in,Yes,Yes,300,5000,,500,500,0,25000,,3000,3000,12500,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,Yes,ODDANCHATRAM JUNCTION,,9524124125,624619,DR P THARCIS,ODDANCHATRAM,https://christianengineering.in/
,,,,,5720,"Sri Subramanya College of Engineering and Technology, Sukkamanaickanpatti, Palani, Dindigul District 624615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
NPR NAGAR PUNNAPATTI VILLAGE,8973555559,Yes,AXIS BANK,AD(60); CE(30); CS(120),5832,"N P R College of Engineering and Technology(Autonomous), Natham, Dindigul District 624401",28,27,DINDIGUL,nprcetprincipal@nprcolleges.org,Yes,Yes,5000,2000,,280,280,0,22000,,4400,4400,14000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,DINDIGUL,,7373444449,624401,DR J SUNDARARAJAN,NATHAM TK,WWW.NPRCET.ORG
"POTTAPALAYAM, SIVAGANGAI",7845800144,No,AXIS BANK,CE(60); ME(30); EC(60),5842,"Taluk, Sivagangai District 630611",12,13,SIVAGANGAI,principal.miet9111@gmail.com,Yes,Yes,0,5000,,400,400,12000,21000,,4200,4200,12000,,Permanent,Permanent,,3800,3800,Yes,,Both,Both,No,MADURAI JUNCTION,,7845800144,630612,DR S DURAIRAJ,THIRUPPUVANAM,www.srmmcet.edu.in
PVP NAGAR DINDIGUL TO KUMILY,9842456906,No,ICICI BANK,CE(60); CS(60); EC(60),5851,"Veeramal Engineering College, PVP Nagar, K. Singrakottai, Dindigul-624708.",21,15,DINDIGUL,vec.pvp@gmail.com,Yes,Yes,2000,5000,,0,0,0,15000,,4000,4000,8000,,Permanent,Permanent,,15000,15000,Yes,,Both,Both,No,KODAI ROAD,,9786179143,624708,DR R ELANGOVAN,ATTUR,www.pvpveerammal.com
RVS NAGAR OLD KARUR ROAD,8012405500,No,INDIAN BANK,AE(30); AG(60); AU(30),5862,"R V S Educational Trust’s Groups of Institutions (Integrated Campus), N Paraipatti Post, Vedasandur Taluk, Dindigul District 624005",10,10,DINDIGUL,principalrvsetgi@rvsgroup.com,Yes,Yes,2500,5000,,0,0,2500,9500,,3500,3500,38500,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,No,DINDIGUL,,4551227229,624005,DR RAJKUMAR M,VEDASANDUR,https://www.rvsetgidgl.ac.in
